MID,DAY,SEX,AGE,GEN,PRE,ARE,JOB,MAR,CHI,q1t1,q2c1,q2c2,q2c3,q2c4,q3,q3t6,q4s1,q4s2,q4s3,q4s4,q4s5,q4s6,q4s7,q4s8,q4s9,q4s10,q4s11,q4s12,q4s13,q4s14,q4s15,q5
1000929734,6/8/2022 21:25,2,48,5,13,3,3,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000931401,6/8/2022 19:02,1,50,6,23,4,3,2,1,No use,1,0,0,0,2,/NA/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000952161,6/8/2022 19:24,1,51,6,40,8,3,2,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000968665,6/8/2022 21:17,2,56,6,15,4,8,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000975693,6/8/2022 19:49,2,67,7,29,5,7,2,1,withwellness,0,1,0,0,3,/NA/,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000992201,6/8/2022 21:59,2,48,5,10,3,9,2,1,D healthcare,1,0,0,0,3,/NA/,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001068498,6/8/2022 19:22,1,66,7,24,5,1,2,1,NA,0,1,0,0,4,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001069031,6/8/2022 19:51,2,71,7,40,8,9,2,1,Rakuten Senior,0,1,0,0,4,/NA/,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001156038,6/8/2022 19:10,1,69,7,12,3,11,2,1,NA,0,1,0,0,2,/NA/,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001165437,6/8/2022 20:40,2,45,5,13,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001168185,6/8/2022 20:43,1,57,6,4,2,3,1,2,Vaitality,1,0,0,0,1,/NA/,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001202209,6/8/2022 19:45,2,40,5,28,5,9,1,2,goo doctor,0,1,0,0,4,/NA/,3,4,2,2,2,3,3,2,4,2,2,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001220337,6/8/2022 19:01,1,55,6,28,5,7,1,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001354709,6/8/2022 19:24,1,70,7,11,3,11,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001360145,6/8/2022 19:43,1,66,7,38,7,9,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001371202,6/8/2022 20:28,1,61,7,25,5,2,1,2,NA,0,1,0,0,6,NA,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001376014,6/8/2022 21:15,1,41,5,1,1,4,2,2,NA,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001386900,6/8/2022 19:09,1,60,7,15,4,3,2,1,EPARK,1,0,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001427037,6/8/2022 21:27,1,83,7,27,5,2,2,1,nasi,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001443822,6/8/2022 19:56,1,48,5,36,7,2,2,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001447220,6/8/2022 19:58,2,46,5,12,3,9,2,2,NA,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001512717,6/8/2022 20:30,2,49,5,11,3,9,1,2,Torima,1,0,0,0,6,To award points,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001527322,6/8/2022 20:29,2,28,3,27,5,2,1,2,No use of apps,0,1,0,0,3,/NA/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001580663,6/8/2022 19:55,2,48,5,29,5,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001593880,6/8/2022 20:08,2,62,7,42,8,6,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001593956,6/8/2022 19:10,1,42,5,28,5,2,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001594086,6/8/2022 20:32,1,72,7,13,3,6,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001623545,6/8/2022 20:32,2,58,6,27,5,8,2,1,Uknown,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001639298,6/8/2022 19:07,2,59,6,8,3,9,2,1,d healthcare,1,0,0,0,4,/NA/,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001639396,6/8/2022 19:45,1,61,7,14,3,3,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001650497,6/8/2022 20:34,2,39,4,13,3,9,2,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001651391,6/8/2022 19:04,1,57,6,1,1,5,2,1,lupinus,0,1,0,0,2,/NA/,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001652212,6/8/2022 20:18,1,70,7,14,3,9,2,1,sanarawayanata,0,1,0,0,3,/NA/,3,2,3,4,2,3,3,4,3,2,2,3,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001697932,6/8/2022 22:01,2,44,5,12,3,8,2,1,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001699910,6/8/2022 20:43,1,47,5,14,3,3,2,1,Huawei  healthcare,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001726843,6/8/2022 19:41,1,65,7,22,4,7,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001780747,6/8/2022 19:54,2,36,4,40,8,11,1,2,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001785930,6/8/2022 19:39,1,46,5,15,4,6,1,1,NA,0,1,0,0,2,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001861058,6/8/2022 19:19,1,65,7,13,3,6,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001931481,6/8/2022 19:50,1,53,6,14,3,5,2,1,NA,0,1,0,0,1,/NA/,4,4,4,4,4,5,4,4,4,3,2,2,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001931805,6/8/2022 19:06,2,63,7,14,3,2,2,2,asken,1,0,0,0,3,/NA/,2,2,1,2,2,2,1,1,2,1,2,3,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001931953,6/8/2022 19:21,1,73,7,11,3,11,2,1,Rakuten Senior,0,1,0,0,2,/NA/,4,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001932719,6/8/2022 20:58,2,49,5,46,8,9,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001933133,6/8/2022 19:51,2,40,5,2,2,8,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001936537,6/8/2022 21:21,1,59,6,14,3,3,2,1,omron connect,0,1,0,0,2,/NA/,3,4,3,2,2,3,3,2,2,3,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001940227,6/8/2022 19:29,1,65,7,25,5,11,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001941864,6/8/2022 19:04,1,66,7,40,8,5,1,2,NA,0,1,0,0,4,/NA/,4,4,3,3,4,4,4,4,3,3,3,3,3,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001963784,6/8/2022 19:11,1,48,5,11,3,4,1,2,Jukusui alarm,1,0,0,0,2,/NA/,4,4,2,2,2,2,2,2,2,2,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001964099,6/8/2022 20:36,1,76,7,40,8,11,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001964521,6/8/2022 21:01,2,50,6,27,5,9,2,1,Torima,1,0,0,0,6,To award points,4,3,4,2,2,3,3,3,2,3,3,3,3,3,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001973016,6/8/2022 20:53,2,58,6,1,1,8,2,2,Ponta,1,0,0,0,2,/NA/,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001999622,6/8/2022 21:50,2,36,4,8,3,8,2,1,Healthcare,1,0,0,0,3,/NA/,4,2,2,1,2,2,2,2,3,2,2,2,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002004788,6/8/2022 21:42,2,52,6,11,3,8,2,1,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002008928,6/8/2022 21:43,1,50,6,27,5,6,1,2,no,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002020619,6/8/2022 22:24,2,53,6,27,5,9,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002037230,6/8/2022 20:52,1,57,6,28,5,4,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002037306,6/8/2022 20:16,1,58,6,38,7,5,2,1,Unknown,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002037831,6/8/2022 19:04,2,53,6,25,5,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038014,6/8/2022 22:19,1,65,7,15,4,6,2,1,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038328,6/8/2022 20:52,1,64,7,27,5,5,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038620,6/8/2022 19:06,1,72,7,13,3,4,2,1,NA,0,1,0,0,1,/NA/,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038672,6/8/2022 22:03,1,50,6,21,4,5,1,1,Sugisapo WALK,1,0,0,0,3,/NA/,2,1,3,2,2,1,2,1,2,1,1,3,2,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038938,6/8/2022 21:53,1,71,7,23,4,7,2,1,Google Fit,0,1,0,0,1,/NA/,2,4,2,3,4,4,4,4,4,2,3,2,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002038973,6/8/2022 20:40,1,60,7,27,5,1,2,1,fit,0,1,0,0,2,/NA/,4,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039197,6/8/2022 19:26,2,71,7,14,3,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039269,6/8/2022 19:02,1,66,7,28,5,2,2,1,Sugisapo,0,1,0,0,2,/NA/,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039345,6/8/2022 21:33,1,42,5,23,4,4,2,1,No use,0,1,0,0,6,No use,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039607,6/8/2022 19:44,1,56,6,13,3,3,2,1,Unknown,0,1,0,0,3,/NA/,3,3,4,3,4,4,3,3,4,3,4,4,3,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039714,6/8/2022 21:53,1,59,6,23,4,4,2,2,omuron connect,1,0,0,0,2,/NA/,4,4,2,4,4,2,2,4,3,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002039963,6/8/2022 21:38,2,37,4,28,5,8,2,1,NA,1,0,0,0,3,/NA/,2,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002040150,6/8/2022 21:34,1,63,7,13,3,9,2,1,NA,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002040590,6/8/2022 21:52,1,52,6,27,5,7,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002041104,6/8/2022 20:44,2,56,6,1,1,8,2,1,Healthcare,0,1,0,0,2,/NA/,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002041640,6/8/2022 20:40,1,72,7,11,3,11,2,1,No use,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002041699,6/8/2022 21:55,2,55,6,27,5,5,1,2,Torima,1,0,0,0,4,/NA/,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002042062,6/8/2022 19:53,1,71,7,13,3,4,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002042407,6/8/2022 19:04,2,37,4,13,3,8,2,1,Sugisapo walk,1,0,0,0,6,To award points,5,1,2,1,2,2,2,2,3,3,2,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002043017,6/8/2022 20:41,1,61,7,12,3,11,1,2,NA,0,1,0,0,6,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002043333,6/8/2022 19:10,2,64,7,13,3,3,2,2,NA,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002047511,6/8/2022 19:32,1,55,6,13,3,3,2,1,arukuto,1,0,0,0,3,/NA/,5,2,3,3,4,4,4,4,3,3,2,3,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002048594,6/8/2022 21:11,2,47,5,12,3,7,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002058853,6/8/2022 21:15,2,37,4,23,4,5,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002086235,6/8/2022 19:16,1,42,5,14,3,5,2,1,Healthcare,1,0,0,0,6,To encourage walking steps,2,1,2,2,3,2,3,2,3,2,2,2,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002088708,6/8/2022 19:29,1,47,5,26,5,4,2,2,NA,0,1,0,0,3,/NA/,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002106446,6/8/2022 20:24,2,53,6,14,3,9,2,1,asken,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002119300,6/8/2022 19:29,2,44,5,11,3,5,2,1,asken,1,0,0,0,2,/NA/,2,3,3,2,2,2,1,1,1,2,2,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002132122,6/8/2022 20:22,1,54,6,14,3,6,2,1,NA,1,0,0,0,6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002147364,6/8/2022 19:38,1,59,6,47,8,6,1,2,d health,1,0,0,0,2,/NA/,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002152614,6/8/2022 20:38,1,42,5,7,2,5,1,1,Healthcare,1,0,0,0,2,/NA/,4,4,4,2,2,2,4,4,2,2,3,4,2,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002164233,6/8/2022 19:06,2,47,5,28,5,9,2,1,No use,1,0,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002183985,6/8/2022 20:50,2,62,7,13,3,6,2,1,Torima,0,1,0,0,4,/NA/,4,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002224702,6/8/2022 19:46,1,53,6,13,3,11,1,2,Torima,1,0,0,0,2,/NA/,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002516043,6/8/2022 19:37,2,49,5,15,4,3,1,2,d healthcare,0,1,0,0,4,/NA/,2,1,3,2,3,3,3,2,1,1,2,2,3,2,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002547881,6/8/2022 19:15,2,52,6,43,8,3,1,2,asken,0,1,0,0,3,/NA/,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002590970,6/8/2022 19:42,1,48,5,14,3,9,1,2,Glorify,0,1,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002591141,6/8/2022 19:37,1,58,6,23,4,3,2,2,NA,0,1,0,0,5,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002599740,6/8/2022 21:42,1,46,5,1,1,4,2,1,NA,1,0,0,0,3,/NA/,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002712550,6/8/2022 20:20,1,72,7,11,3,11,2,1,NA,0,0,1,0,5,/NA/,2,2,2,2,2,3,3,2,3,2,1,2,2,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002758640,6/8/2022 19:34,1,39,4,27,5,5,1,2,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002774998,6/8/2022 19:11,2,50,6,17,4,3,1,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002799819,6/8/2022 19:11,1,50,6,14,3,8,2,2,kencom,0,1,0,0,2,/NA/,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002830990,6/8/2022 20:05,1,73,7,21,4,11,2,1,No use,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002966508,6/8/2022 19:43,2,29,3,43,8,10,1,2,asken,1,0,0,0,3,/NA/,2,2,1,2,2,2,4,4,2,2,2,2,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002970352,6/8/2022 19:40,1,75,7,4,2,11,2,1,NA,1,0,0,0,6,/NA/,3,3,3,4,3,2,2,2,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002970964,6/8/2022 19:04,1,66,7,15,4,11,2,1,Do not have smartphone,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002972989,6/8/2022 21:06,1,57,6,12,3,6,2,2,nsi,0,1,0,0,6,nasi,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002975571,6/8/2022 19:09,1,59,6,13,3,5,1,2,d health,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003001028,6/8/2022 21:26,1,54,6,12,3,3,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003057071,6/8/2022 20:54,1,47,5,14,3,3,1,2,Unknown,0,1,0,0,1,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003142560,6/8/2022 20:50,1,59,6,44,8,5,2,1,NA,1,0,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003143791,6/8/2022 20:17,2,85,7,45,8,8,2,1,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003153575,6/8/2022 19:13,1,64,7,28,5,3,2,1,d,0,0,1,0,4,/NA/,5,2,4,2,2,3,4,2,4,4,2,3,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003158468,6/8/2022 19:07,2,45,5,40,8,5,1,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003166790,6/8/2022 19:13,1,56,6,13,3,1,2,1,Torima,1,0,0,0,3,/NA/,2,1,2,1,2,1,1,1,2,2,2,3,1,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003199190,6/8/2022 22:11,1,57,6,40,8,5,1,2,OMRON conect,0,1,0,0,2,/NA/,4,4,2,2,2,2,3,2,2,2,2,1,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003227128,6/8/2022 19:06,2,33,4,21,4,8,2,1,Luna luna,1,1,0,0,4,/NA/,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003239225,6/8/2022 19:35,2,48,5,29,5,9,1,1,NA,1,0,0,0,1,/NA/,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003277494,6/8/2022 21:03,2,33,4,1,1,8,2,2,NA,0,1,0,0,6,No use,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003288845,6/8/2022 19:47,2,49,5,5,2,9,1,2,Multiple apps,0,1,0,0,1,/NA/,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003335088,6/8/2022 19:32,1,59,6,27,5,3,2,1,NA,0,1,0,0,3,/NA/,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003364584,6/8/2022 22:22,1,49,5,40,8,5,1,2,NA,1,0,0,0,2,/NA/,1,2,1,2,2,1,1,3,2,2,1,1,2,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003383036,6/8/2022 19:06,1,47,5,29,5,4,1,2,NA,1,0,0,0,3,/NA/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003384521,6/8/2022 19:52,1,42,5,11,3,9,1,2,.,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003394586,6/8/2022 21:04,2,39,4,27,5,11,1,2,NA,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003426558,6/8/2022 22:24,1,57,6,21,4,5,1,2,NA,0,1,0,0,6,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003444951,6/8/2022 19:17,2,49,5,14,3,9,2,1,d healthcare,1,0,0,0,3,/NA/,3,2,4,4,2,4,4,4,4,4,4,4,4,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
